Date,종가,수익률,거래량,is_anomaly
2020-08-12,28899,0.005427408412483,9674650,0
2020-08-13,28885,-0.0004844458285754,10215311,0
2020-08-14,28581,-0.0105244936818418,10275773,0
2020-08-18,27991,-0.0206430845666701,8141145,0
2020-08-19,28089,0.0035011253617234,8753088,0
2020-08-20,27004,-0.0386272206201715,10242379,0
2020-08-21,27413,0.0151459043104724,9114210,0
2020-08-24,27717,0.0110896290081348,9981757,0
2020-08-25,28082,0.0131688133636396,9021811,0
2020-08-26,28086,0.0001424399971512,8211755,0
2020-08-27,27830,-0.0091148614968311,7819111,0
2020-08-28,27981,0.0054257994969457,7886205,0
2020-08-31,27527,-0.0162252957363925,9273166,0
2020-09-01,27745,0.0079194972209104,7976836,0
2020-09-02,27886,0.0050819967561723,8047846,0
2020-09-03,28309,0.0151689019579717,9006610,0
2020-09-04,27912,-0.0140238086827511,8395479,0
2020-09-07,28042,0.0046574949842361,10918998,0
2020-09-08,28397,0.0126595820554882,12643088,0
2020-09-09,28052,-0.0121491706870443,10751537,0
2020-09-10,28317,0.009446741765293,9304073,0
2020-09-11,28299,-0.0006356605572623,10859240,0
2020-09-14,28680,0.0134633732640729,8117578,0
2020-09-15,28904,0.007810320781032,11365278,0
2020-09-16,28824,-0.0027677830058123,10951287,0
2020-09-17,28397,-0.0148140438523453,12904413,0
2020-09-18,28492,0.0033454238123744,9559355,0
2020-09-21,28248,-0.0085638073845289,8923933,0
2020-09-22,27590,-0.0232936845086377,18680000,0
2020-09-23,27696,0.0038419717288873,21160033,0
2020-09-24,27054,-0.0231802426343153,22028055,0
2020-09-25,27177,0.0045464626302949,12511138,0
2020-09-28,27573,0.0145711447179599,7126085,0
2020-09-29,27830,0.0093207122910092,12083953,0
2020-10-05,28137,0.0110312612288896,10154339,0
2020-10-06,28199,0.0022035042826171,9320725,0
2020-10-07,28474,0.0097521188694633,7224620,0
2020-10-08,28482,0.0002809580670084,9125684,0
2020-10-12,28598,0.0040727477003019,8557035,0
2020-10-13,28619,0.0007343170851108,10784034,0
2020-10-14,28339,-0.0097837101226457,9701086,0
2020-10-15,28129,-0.0074102826493525,7548333,0
2020-10-16,27963,-0.0059013829144299,9351565,0
2020-10-19,28027,0.0022887386904122,9946990,0
2020-10-20,28221,0.0069218967424269,9757198,0
2020-10-21,28313,0.0032599837000815,9155713,0
